Color,Rating,Opponent,Opponent_rating,Result,Opening,Moves,Year
Black,2781,Alan Pichot,2552,Win,                                                                                                              Four Knights Game,61,2018
Black,2781,Aleksandr Lenderman,2611,Loss,                                                                                                              King's Pawn Opening,55,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Réti Opening,36,2018
Black,2781,Zviad Izoria,2599,Draw,                                                                                                              Queen's Pawn Opening,40,2018
Black,2769,Viswanathan Anand,2759,Win,                                                                                                              Pirc Defense,57,2018
Black,2746,Fabiano Caruana,2832,Win,                                                                                                              King's Indian Defense,39,2018
Black,2769,Sergey Karjakin,2782,Draw,                                                                                                              Ruy López Opening,39,2018
Black,2777,Levon Aronian,2767,Loss,                                                                                                              Giuoco Piano Game,53,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,63,2018
Black,2763,Paolo Ladron De Guevara Pinto,2427,Draw,                                                                                                              Sicilian Defense,35,2018
Black,2746,Praggnanandhaa R,2530,Draw,                                                                                                              King's Indian Attack,72,2018
Black,2769,Viswanathan Anand,2759,Win,                                                                                                              Modern Defense ,49,2018
Black,2787,Vladimir Fedoseev,2724,Draw,                                                                                                              Sicilian Defense,46,2018
Black,2777,Alexander Grischuk,2766,Draw,                                                                                                              Queen's Gambit Declined,33,2018
Black,2763,Alexei Shirov,2636,Win,                                                                                                              Caro-Kann Defense,32,2018
Black,2781,Alan Tate,2358,Win,                                                                                                              Réti Opening,21,2018
Black,2781,Zaven Andriasian,2585,Win,                                                                                                              Sicilian Defense,52,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,42,2018
Black,2769,Wesley So,2778,Draw,                                                                                                              Queen's Gambit Declined,18,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,52,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              French Defense,26,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              Sicilian Defense,40,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              English Opening,61,2018
Black,2746,Parham Maghsoodloo,2688,Win,                                                                                                              King's Indian Attack,38,2018
Black,2763,Mikhail Al Antipov,2593,Draw,                                                                                                              Caro-Kann Defense,39,2018
Black,2746,Viswanathan Anand,2773,Loss,                                                                                                              Giuoco Piano Game,55,2018
Black,2777,Levon Aronian,2767,Draw,                                                                                                              Queen's Pawn Opening,59,2018
Black,2769,Alexander Grischuk,2766,Win,                                                                                                              Ruy López Opening,41,2018
Black,2769,Wesley So,2778,Draw,                                                                                                              Queen's Pawn Opening,47,2018
Black,2777,Wesley So,2780,Win,                                                                                                              Nimzo-Indian Defense,40,2018
Black,2769,Levon Aronian,2764,Win,                                                                                                              Sicilian Defense,48,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,44,2018
Black,2746,Johan-Sebastian Christiansen,2555,Win,                                                                                                              Scandinavian Defense,30,2018
Black,2769,Fabiano Caruana,2816,Win,                                                                                                              Indian Game,49,2018
Black,2781,Maxime Vachier-Lagrave,2793,Draw,                                                                                                              Queen's Pawn Opening,24,2018
Black,2777,Hou Yifan,2658,Draw,                                                                                                              Alekhine's Defense,29,2018
Black,2746,Tigran L Petrosian,2598,Loss,                                                                                                              King's Fianchetto Opening,61,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense,32,2018
Black,2787,Fabiano Caruana,2804,Draw,                                                                                                              Ruy López Opening,53,2018
Black,2746,Michael Roiz,2605,Win,                                                                                                              Queen's Pawn Opening,45,2018
Black,2781,Maxime Vachier-Lagrave,2793,Loss,                                                                                                              Ruy López Opening,49,2018
Black,2781,Fabiano Caruana,2811,Win,                                                                                                              Indian Game,49,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Giuoco Piano Game,55,2018
Black,2763,Hrant Melkumyan,2660,Win,                                                                                                              Queen's Gambit Declined,38,2018
Black,2763,Aleksandr Lenderman,2630,Draw,                                                                                                              Queen's Pawn Opening,48,2018
Black,2763,Maxime Vachier-Lagrave,2780,Draw,                                                                                                              Ruy López Opening,28,2018
Black,2777,Wesley So,2780,Win,                                                                                                              Giuoco Piano Game,42,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Indian Game,31,2018
Black,2769,Wesley So,2778,Win,                                                                                                              Queen's Gambit Declined,85,2018
Black,2786,Magnus Carlsen,2832,Win,                                                                                                              King's Indian Defense,66,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Réti Opening,164,2018
Black,2746,Alexander Riazantsev,2649,Win,                                                                                                              Dutch Defense,41,2018
Black,2777,Shakhriyar Mamedyarov,2801,Draw,                                                                                                              Réti Opening,30,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              Sicilian Defense,47,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Réti Opening,20,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              King's Indian Attack,30,2018
Black,2777,Wesley So,2780,Loss,                                                                                                              Giuoco Piano Game,38,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Sicilian Defense,48,2018
Black,2787,Sergey Karjakin,2763,Loss,                                                                                                              Sicilian Defense,43,2018
Black,2777,Wesley So,2780,Loss,                                                                                                              Giuoco Piano Game,51,2018
Black,2781,Luke Harmon-Vellotti,2468,Draw,                                                                                                              Ruy López Opening,18,2018
Black,2769,Maxime Vachier-Lagrave,2789,Draw,                                                                                                              Giuoco Piano Game,40,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              Réti Opening,26,2018
Black,2769,Levon Aronian,2764,Draw,                                                                                                              Queen's Gambit Declined,42,2018
Black,2781,Federico Perez Ponsa,2553,Win,                                                                                                              Caro-Kann Defense,53,2018
Black,2786,Magnus Carlsen,2832,Draw,                                                                                                              Sicilian Defense,77,2018
Black,2769,Sergey Karjakin,2782,Draw,                                                                                                              Ruy López Opening,101,2018
Black,2781,Matthieu Cornette,2611,Draw,                                                                                                              Modern Defense ,37,2018
Black,2763,Georg Meier,2639,Loss,                                                                                                              King's Indian Attack,52,2018
Black,2781,Faik Aleskerov,2315,Win,                                                                                                              Caro-Kann Defense,25,2018
Black,2746,Anish Giri,2783,Draw,                                                                                                              Scandinavian Defense,23,2018
Black,2777,Wesley So,2780,Loss,                                                                                                              Giuoco Piano Game,34,2018
Black,2781,Yu Yangyi,2760,Draw,                                                                                                              Ruy López Opening,16,2018
Black,2786,Magnus Carlsen,2832,Draw,                                                                                                              King's Indian Attack,66,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,58,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,28,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,40,2018
Black,2769,Alexander Grischuk,2766,Draw,                                                                                                              Pirc Defense,46,2018
Black,2746,Viswanathan Anand,2773,Draw,                                                                                                              Ruy López Opening,28,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Giuoco Piano Game,56,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              King's Indian Attack,53,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Giuoco Piano Game,40,2018
Black,2781,Baskaran Adhiban,2655,Win,                                                                                                              Modern Defense ,35,2018
Black,2777,Hou Yifan,2658,Draw,                                                                                                              Modern Defense ,55,2018
Black,2777,Wesley So,2780,Win,                                                                                                              Giuoco Piano Game,46,2018
Black,2777,Wesley So,2780,Loss,                                                                                                              Giuoco Piano Game,36,2018
Black,2786,Magnus Carlsen,2832,Draw,                                                                                                              Sicilian Defense,66,2018
Black,2746,Dmitry Andreikin,2719,Win,                                                                                                              Trompowsky Attack,39,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Giuoco Piano Game,31,2018
Black,2777,Levon Aronian,2767,Draw,                                                                                                              Giuoco Piano Game,44,2018
Black,2786,Magnus Carlsen,2832,Draw,                                                                                                              King's Indian Attack,75,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Giuoco Piano Game,63,2018
Black,2769,Vladimir Kramnik,2792,Win,                                                                                                              King's Indian Attack,39,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              English Opening,57,2018
Black,2777,Wesley So,2780,Draw,                                                                                                              Giuoco Piano Game,38,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              King's Indian Defense,62,2018
Black,2777,Wesley So,2780,Win,                                                                                                              Giuoco Piano Game,52,2018
Black,2746,Viswanathan Anand,2773,Draw,                                                                                                              Ruy López Opening,32,2018
Black,2746,Levon Aronian,2765,Draw,                                                                                                              Indian Game,38,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              Ruy López Opening,47,2018
Black,2746,Nikita Vitiugov,2719,Draw,                                                                                                              Trompowsky Attack,75,2018
Black,2746,Zhamsaran Tsydypov,2529,Draw,                                                                                                              Scandinavian Defense,40,2018
Black,2777,Sergey Karjakin,2773,Draw,                                                                                                              Queen's Gambit Declined,27,2018
Black,2763,Le Quang Liem,2715,Win,                                                                                                              Indian Game,41,2018
Black,2781,Titas Stremavicius,2432,Win,                                                                                                              Nimzo-Indian Defense,36,2018
Black,2746,Santosh Gujrathi Vidit,2702,Win,                                                                                                              Scandinavian Defense,57,2018
Black,2746,Sergey Karjakin,2753,Draw,                                                                                                              Ruy López Opening,17,2018
Black,2787,Viswanathan Anand,2776,Draw,                                                                                                              Sicilian Defense,32,2018
Black,2769,Maxime Vachier-Lagrave,2789,Loss,                                                                                                              Pirc Defense,52,2018
Black,2781,Alan Pichot,2552,Win,                                                                                                              Four Knights Game,61,2018
Black,2777,Shakhriyar Mamedyarov,2801,Win,                                                                                                              English Opening,49,2018
Black,2787,Alexander Onischuk,2672,Draw,                                                                                                              Queen's Pawn Opening,40,2018
Black,2763,Zaven Andriasian,2603,Win,                                                                                                              Giuoco Piano Game,29,2018
Black,2769,Viswanathan Anand,2759,Win,                                                                                                              Pirc Defense,57,2018
Black,2787,Shakhriyar Mamedyarov,2809,Loss,                                                                                                              Nimzo-Indian Defense,46,2018
Black,2777,Fabiano Caruana,2822,Win,                                                                                                              Queen's Gambit Declined,51,2018
Black,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Ruy López Opening,79,2018
Black,2777,Levon Aronian,2767,Draw,                                                                                                              Ruy López Opening,44,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Bishop's Opening,48,2018
Black,2746,A R Saleh Salem,2660,Draw,                                                                                                              Ruy López Opening,31,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Giuoco Piano Game,47,2018
Black,2769,Levon Aronian,2764,Draw,                                                                                                              Sicilian Defense,22,2018
Black,2769,Viswanathan Anand,2760,Draw,                                                                                                              Ruy López Opening,39,2018
Black,2769,Sergey Karjakin,2782,Draw,                                                                                                              Ruy López Opening,81,2018
Black,2787,Viswanathan Anand,2776,Loss,                                                                                                              Giuoco Piano Game,42,2018
Black,2746,Shakhriyar Mamedyarov,2817,Win,                                                                                                              Queen's Gambit Declined,26,2018
Black,2777,Viswanathan Anand,2768,Draw,                                                                                                              Ruy López Opening,33,2018
Black,2769,Fabiano Caruana,2822,Draw,                                                                                                              English Opening,30,2018
Black,2746,Yu Yangyi,2764,Win,                                                                                                              Scandinavian Defense,120,2018
Black,2777,Levon Aronian,2767,Loss,                                                                                                              Giuoco Piano Game,35,2018
Black,2746,Pentala Harikrishna,2729,Loss,                                                                                                              Ruy López Opening,54,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,33,2018
Black,2781,Andrew Tang,2513,Win,                                                                                                              Queen's Pawn Opening,34,2018
Black,2781,Wang Hao,2711,Draw,                                                                                                              Ruy López Opening,19,2018
Black,2777,Leinier Dominguez Perez,2739,Draw,                                                                                                              Giuoco Piano Game,27,2018
Black,2781,Jan-Krzysztof Duda,2724,Win,                                                                                                              Sicilian Defense,39,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Giuoco Piano Game,54,2018
Black,2763,Jorge Baules,2358,Win,                                                                                                              Nimzo-Indian Defense,25,2018
Black,2787,Peter Svidler,2760,Draw,                                                                                                              King's Indian Attack,29,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Giuoco Piano Game,31,2018
Black,2763,Le Quang Liem,2715,Draw,                                                                                                              Queen's Gambit Declined,47,2018
Black,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Giuoco Piano Game,45,2018
Black,2746,Fabiano Caruana,2832,Draw,                                                                                                              Queen's Gambit Declined,51,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Giuoco Piano Game,36,2018
Black,2746,Sergey Karjakin,2753,Win,                                                                                                              Ruy López Opening,55,2018
Black,2777,Viswanathan Anand,2768,Loss,                                                                                                              Ruy López Opening,35,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Nimzowitsch-Larsen Attack,28,2018
Black,2769,Maxime Vachier-Lagrave,2789,Draw,                                                                                                              Ruy López Opening,39,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Réti Opening,13,2018
Black,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Indian Game,73,2018
Black,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Caro-Kann Defense,60,2018
Black,2777,Levon Aronian,2767,Loss,                                                                                                              Giuoco Piano Game,49,2018
Black,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Giuoco Piano Game,46,2018
Black,2769,Vladimir Kramnik,2792,Draw,                                                                                                              King's Indian Attack,30,2018
Black,2781,Luka Lenic,2662,Draw,                                                                                                              Modern Defense ,18,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Ruy López Opening,67,2018
Black,2746,Peter Svidler,2737,Draw,                                                                                                              Ruy López Opening,47,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Giuoco Piano Game,32,2018
Black,2769,Shakhriyar Mamedyarov,2808,Win,                                                                                                              Queen's Gambit Declined,44,2018
Black,2746,Zhamsaran Tsydypov,2529,Draw,                                                                                                              Scandinavian Defense,40,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Giuoco Piano Game,55,2018
Black,2787,Alexander Grischuk,2767,Draw,                                                                                                              English Opening,96,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              Ruy López Opening,53,2018
Black,2746,Viswanathan Anand,2773,Loss,                                                                                                              Giuoco Piano Game,55,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              Ruy López Opening,33,2018
Black,2763,Loek van Wely,2642,Draw,                                                                                                              Queen's Gambit Accepted,62,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,85,2018
Black,2777,Hou Yifan,2658,Win,                                                                                                              Modern Defense ,39,2018
Black,2763,Eduardo Iturrizaga Bonelli,2636,Win,                                                                                                              English Opening,32,2018
Black,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Pirc Defense,41,2018
Black,2746,Fabiano Caruana,2832,Win,                                                                                                              Queen's Gambit Declined,54,2018
Black,2746,Shakhriyar Mamedyarov,2817,Win,                                                                                                              Queen's Gambit Declined,44,2018
Black,2777,Sergey Karjakin,2773,Loss,                                                                                                              Ruy López Opening,79,2018
Black,2787,Shakhriyar Mamedyarov,2809,Draw,                                                                                                              Queen's Gambit Declined,33,2018
Black,2769,Fabiano Caruana,2816,Loss,                                                                                                              Ruy López Opening,58,2018
Black,2769,Shakhriyar Mamedyarov,2808,Draw,                                                                                                              Nimzo-Indian Defense,49,2018
Black,2763,Peter Svidler,2756,Draw,                                                                                                              Queen's Pawn Opening,6,2018
Black,2746,Nikita Vitiugov,2719,Draw,                                                                                                              Trompowsky Attack,75,2018
Black,2763,Aleksandr Lenderman,2630,Draw,                                                                                                              Queen's Pawn Opening,48,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              Ruy López Opening,47,2018
Black,2769,Wesley So,2778,Draw,                                                                                                              Queen's Gambit Declined,18,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              French Defense,26,2018
Black,2786,Magnus Carlsen,2832,Loss,                                                                                                              Sicilian Defense,40,2018
Black,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              English Opening,61,2018
Black,2746,Parham Maghsoodloo,2688,Win,                                                                                                              King's Indian Attack,38,2018
Black,2763,Mikhail Al Antipov,2593,Draw,                                                                                                              Caro-Kann Defense,39,2018
Black,2746,Santosh Gujrathi Vidit,2702,Draw,                                                                                                              Queen's Gambit Declined,38,2018
Black,2746,Dmitry Frolyanov,2517,Win,                                                                                                              Scandinavian Defense,46,2018
Black,2769,Shakhriyar Mamedyarov,2808,Win,                                                                                                              Queen's Gambit Declined,37,2018
Black,2746,Boris Savchenko,2562,Draw,                                                                                                              Caro-Kann Defense,121,2018
Black,2769,Shakhriyar Mamedyarov,2808,Win,                                                                                                              Queen's Gambit Declined,37,2018
Black,2769,Shakhriyar Mamedyarov,2808,Win,                                                                                                              Colle System,33,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,27,2018
Black,2787,Alexander Morozevich,2665,Draw,                                                                                                              Four Knights Game,34,2018
Black,2746,Ian Nepomniachtchi,2763,Loss,                                                                                                              English Opening,48,2018
Black,2769,Anish Giri,2782,Loss,                                                                                                              Ruy López Opening,38,2018
Black,2746,Markus Ragger,2687,Win,                                                                                                              Giuoco Piano Game,32,2018
Black,2769,Viswanathan Anand,2759,Win,                                                                                                              Modern Defense ,36,2018
Black,2781,Magnus Carlsen,2843,Loss,                                                                                                              Ware Opening,6,2018
Black,2769,Levon Aronian,2764,Win,                                                                                                              English Opening,41,2018
Black,2746,Boris Savchenko,2562,Draw,                                                                                                              Caro-Kann Defense,121,2018
Black,2781,Ruotong Chu,2267,Win,                                                                                                              Grünfeld Defense,38,2018
Black,2769,Fabiano Caruana,2822,Draw,                                                                                                              Bishop's Opening,57,2018
Black,2777,Levon Aronian,2767,Win,                                                                                                              Giuoco Piano Game,59,2018
Black,2769,Maxime Vachier-Lagrave,2789,Draw,                                                                                                              King's Indian Attack,82,2018
Black,2781,Melikset Khachiyan,2522,Win,                                                                                                              Caro-Kann Defense,47,2018
Black,2763,Hrvoje Stevic,2579,Draw,                                                                                                              Caro-Kann Defense,54,2018
Black,2781,Levon Aronian,2797,Draw,                                                                                                              Pirc Defense,30,2018
Black,2787,Shakhriyar Mamedyarov,2809,Draw,                                                                                                              Queen's Pawn Opening,101,2018
Black,2787,Daniil Dubov,2701,Loss,                                                                                                              English Opening,36,2018
Black,2746,Wesley So,2765,Draw,                                                                                                              Ruy López Opening,23,2018
Black,2769,Levon Aronian,2764,Loss,                                                                                                              English Opening,71,2018
Black,2769,Wesley So,2778,Draw,                                                                                                              Queen's Gambit Declined,18,2018
White,2763,Santosh Gujrathi Vidit,2711,Draw,                                                                                                              Queen's Gambit Declined,35,2018
White,2769,Wesley So,2778,Win,                                                                                                              Réti Opening,64,2018
White,2763,Gawain C B Jones,2677,Win,                                                                                                              Réti Opening,57,2018
White,2769,Maxime Vachier-Lagrave,2789,Draw,                                                                                                              Sicilian Defense,34,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Indian Game,23,2018
White,2777,Sergey Karjakin,2773,Loss,                                                                                                              Réti Opening,77,2018
White,2769,Shakhriyar Mamedyarov,2808,Loss,                                                                                                              Réti Opening,57,2018
White,2763,Le Quang Liem,2715,Draw,                                                                                                              Réti Opening,51,2018
White,2769,Viswanathan Anand,2760,Draw,                                                                                                              Queen's Gambit Declined,39,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,30,2018
White,2781,Richard Rapport,2700,Draw,                                                                                                              Réti Opening,33,2018
White,2763,Le Quang Liem,2715,Draw,                                                                                                              Réti Opening,40,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,26,2018
White,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Grünfeld Defense,41,2018
White,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Grünfeld Defense,35,2018
White,2746,Maxime Vachier-Lagrave,2781,Draw,                                                                                                              English Opening,41,2018
White,2777,Hou Yifan,2658,Win,                                                                                                              Réti Opening,64,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,27,2018
White,2746,Levon Aronian,2765,Draw,                                                                                                              Ruy López Opening,47,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Modern Defense,45,2018
White,2763,Eduardo Iturrizaga Bonelli,2636,Draw,                                                                                                              Sicilian Defense,35,2018
White,2777,Hou Yifan,2658,Win,                                                                                                              Réti Opening,84,2018
White,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Grünfeld Defense,23,2018
White,2763,Aleksandr Shimanov,2626,Win,                                                                                                              Réti Opening,54,2018
White,2763,Santosh Gujrathi Vidit,2711,Win,                                                                                                              Réti Opening,66,2018
White,2777,Fabiano Caruana,2822,Draw,                                                                                                              Réti Opening,29,2018
White,2777,Maxime Vachier-Lagrave,2779,Draw,                                                                                                              Grünfeld Defense,93,2018
White,2763,Le Quang Liem,2715,Draw,                                                                                                              Réti Opening,51,2018
White,2769,Shakhriyar Mamedyarov,2808,Loss,                                                                                                              Réti Opening,57,2018
White,2769,Sergey Karjakin,2782,Draw,                                                                                                              Queen's Gambit Declined,48,2018
White,2769,Wesley So,2778,Draw,                                                                                                              Réti Opening,42,2018
White,2769,Vladimir Kramnik,2792,Win,                                                                                                              Réti Opening,19,2018
White,2746,Anton Korobov,2698,Loss,                                                                                                              Réti Opening,28,2018
White,2763,Tamir Nabaty,2692,Draw,                                                                                                              English Opening,37,2018
White,2746,Bassem Amin,2710,Win,                                                                                                              King's Indian Defense,27,2018
White,2781,Andrey Ostrovskiy,2448,Win,                                                                                                              Trompowsky Attack,41,2018
White,2769,Levon Aronian,2764,Draw,                                                                                                              Ruy López Opening,35,2018
White,2781,David W L Howell,2682,Draw,                                                                                                              Scotch Game,32,2018
White,2746,David Paravyan,2634,Win,                                                                                                              Réti Opening,43,2018
White,2746,Vladislav Kovalev,2683,Win,                                                                                                              Queen's Gambit Declined,51,2018
White,2777,Hou Yifan,2658,Win,                                                                                                              Nimzowitsch-Larsen Attack,55,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,36,2018
White,2777,Hou Yifan,2658,Win,                                                                                                              Nimzowitsch-Larsen Attack,60,2018
White,2777,Sergey Karjakin,2773,Loss,                                                                                                              Réti Opening,77,2018
White,2777,Maxime Vachier-Lagrave,2779,Loss,                                                                                                              Grünfeld Defense,52,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,33,2018
White,2777,Maxime Vachier-Lagrave,2779,Win,                                                                                                              Grünfeld Defense,45,2018
